id,celebrity,text,sentiment,sentiment_score,date,platform,length
4219,ENHYPEN,ENHYPEN 노래 너무 좋아요!,positive,0.718,2025-08-12 09:35:22,twitter,18
4220,aespa,aespa 완벽해 💕,positive,0.917,2025-08-05 09:35:22,youtube,11
4221,TWICE,TWICE 목소리 천사같아,positive,0.91,2025-07-29 09:35:22,youtube,14
4222,ENHYPEN,ENHYPEN 춤도 잘 춰 👏,positive,0.889,2025-07-25 09:35:22,twitter,16
4223,SEVENTEEN,SEVENTEEN 광고 찍었네요,neutral,0.679,2025-08-01 09:35:22,instagram,17
4224,ITZY,ITZY 노래 너무 좋아요!,positive,0.778,2025-07-28 09:35:22,youtube,15
4225,NCT,NCT 춤도 잘 춰 👏,positive,0.742,2025-08-08 09:35:22,twitter,12
4226,(G)I-DLE,(G)I-DLE 노래 너무 좋아요!,positive,0.757,2025-07-27 09:35:22,youtube,19
4227,IVE,IVE 최고야!! 사랑해,positive,0.809,2025-07-19 09:35:22,instagram,13
4228,Red Velvet,Red Velvet 최고야!! 사랑해,positive,0.768,2025-07-17 09:35:22,twitter,20
4229,BTS,BTS 춤도 잘 춰 👏,positive,0.897,2025-08-08 09:35:22,twitter,12
4230,ENHYPEN,ENHYPEN 노래 너무 좋아요!,positive,0.864,2025-07-18 09:35:22,twitter,18
4231,MAMAMOO,MAMAMOO 춤도 잘 춰 👏,positive,0.763,2025-08-06 09:35:22,twitter,16
4232,NewJeans,NewJeans 완벽해 💕,positive,0.926,2025-07-23 09:35:22,instagram,14
4233,aespa,aespa 춤도 잘 춰 👏,positive,0.818,2025-08-09 09:35:22,youtube,14
4234,IVE,IVE 목소리 천사같아,positive,0.872,2025-08-06 09:35:22,twitter,12
4235,StrayKids,StrayKids 최고야!! 사랑해,positive,0.809,2025-07-23 09:35:22,instagram,19
4236,NCT,NCT 노래 너무 좋아요!,positive,0.789,2025-07-30 09:35:22,youtube,14
4237,NMIXX,NMIXX 완벽해 💕,positive,0.933,2025-08-10 09:35:22,twitter,11
4238,MAMAMOO,MAMAMOO 음악 감동이에요,positive,0.852,2025-07-16 09:35:22,twitter,16
4239,NMIXX,NMIXX 정말 예쁘다 ❤️,positive,0.865,2025-07-23 09:35:22,twitter,15
4240,Red Velvet,Red Velvet 완벽해 💕,positive,0.815,2025-08-08 09:35:22,youtube,16
4241,NewJeans,NewJeans 새로운 앨범 언제 나와?,neutral,0.586,2025-08-06 09:35:22,instagram,22
4242,NewJeans,NewJeans 별로인듯,negative,0.328,2025-07-20 09:35:22,youtube,13
4243,TXT,TXT 춤도 잘 춰 👏,positive,0.887,2025-07-20 09:35:22,twitter,12
4244,TWICE,TWICE 광고 찍었네요,neutral,0.545,2025-07-26 09:35:22,twitter,13
4245,NMIXX,NMIXX 정말 예쁘다 ❤️,positive,0.712,2025-08-06 09:35:22,twitter,15
4246,aespa,aespa 정말 예쁘다 ❤️,positive,0.82,2025-07-20 09:35:22,youtube,15
4247,ITZY,ITZY 음악 감동이에요,positive,0.925,2025-07-26 09:35:22,youtube,13
4248,Red Velvet,Red Velvet 목소리 천사같아,positive,0.715,2025-07-27 09:35:22,youtube,19
4249,ENHYPEN,ENHYPEN 너무 과장된거 아니야?,negative,0.138,2025-07-20 09:35:22,youtube,20
4250,StrayKids,StrayKids 목소리 천사같아,positive,0.739,2025-07-22 09:35:22,twitter,18
4251,NMIXX,NMIXX 음악 감동이에요,positive,0.717,2025-07-31 09:35:22,instagram,14
4252,SEVENTEEN,SEVENTEEN 춤도 잘 춰 👏,positive,0.93,2025-08-10 09:35:22,youtube,18
4253,ITZY,ITZY 목소리 천사같아,positive,0.858,2025-08-14 09:35:22,twitter,13
4254,TWICE,TWICE 춤도 잘 춰 👏,positive,0.919,2025-07-29 09:35:22,instagram,14
4255,TWICE,TWICE 최고야!! 사랑해,positive,0.871,2025-07-22 09:35:22,instagram,15
4256,SEVENTEEN,SEVENTEEN 드라마 출연해요,neutral,0.589,2025-07-28 09:35:22,twitter,18
4257,KARD,KARD 완벽해 💕,positive,0.877,2025-07-29 09:35:22,instagram,10
4258,StrayKids,StrayKids 재능이 넘쳐나네요,positive,0.91,2025-07-21 09:35:22,twitter,19
4259,aespa,aespa 음악 감동이에요,positive,0.711,2025-08-06 09:35:22,instagram,14
4260,ITZY,ITZY 춤도 잘 춰 👏,positive,0.837,2025-08-11 09:35:22,instagram,13
4261,Red Velvet,Red Velvet 노래 너무 좋아요!,positive,0.718,2025-07-18 09:35:22,twitter,21
4262,IU,IU 재능이 넘쳐나네요,positive,0.818,2025-08-06 09:35:22,twitter,12
4263,aespa,aespa 좀 아쉽네,negative,0.256,2025-07-28 09:35:22,twitter,11
4264,TWICE,TWICE 음악 감동이에요,positive,0.728,2025-08-11 09:35:22,youtube,14
4265,IU,IU 춤도 잘 춰 👏,positive,0.761,2025-08-05 09:35:22,youtube,11
4266,NewJeans,NewJeans 노래 너무 좋아요!,positive,0.796,2025-07-25 09:35:22,youtube,19
4267,ENHYPEN,ENHYPEN 정말 예쁘다 ❤️,positive,0.847,2025-08-06 09:35:22,twitter,17
4268,LE SSERAFIM,LE SSERAFIM 정말 예쁘다 ❤️,positive,0.705,2025-07-29 09:35:22,instagram,21
4269,LE SSERAFIM,LE SSERAFIM 노래 너무 좋아요!,positive,0.775,2025-08-14 09:35:22,twitter,22
4270,SEVENTEEN,SEVENTEEN 최고야!! 사랑해,positive,0.755,2025-08-07 09:35:22,twitter,19
4271,NMIXX,NMIXX 예전만 못한듯,negative,0.2,2025-08-11 09:35:22,twitter,13
4272,MAMAMOO,MAMAMOO 완벽해 💕,positive,0.717,2025-07-16 09:35:22,twitter,13
4273,KARD,KARD 완벽해 💕,positive,0.94,2025-08-02 09:35:22,twitter,10
4274,MAMAMOO,MAMAMOO 별로인듯,negative,0.347,2025-08-13 09:35:22,youtube,12
4275,IU,IU 광고 찍었네요,neutral,0.624,2025-07-27 09:35:22,instagram,10
4276,KARD,KARD 재능이 넘쳐나네요,positive,0.925,2025-07-22 09:35:22,instagram,14
4277,NMIXX,NMIXX 춤도 잘 춰 👏,positive,0.874,2025-08-04 09:35:22,twitter,14
4278,NCT,NCT 콘서트 정보 알려주세요,neutral,0.482,2025-07-22 09:35:22,youtube,16
4279,NMIXX,NMIXX 완벽해 💕,positive,0.706,2025-07-17 09:35:22,twitter,11
4280,Red Velvet,Red Velvet 정말 예쁘다 ❤️,positive,0.76,2025-07-21 09:35:22,instagram,20
4281,ITZY,ITZY 콘서트 정보 알려주세요,neutral,0.413,2025-07-20 09:35:22,twitter,17
4282,KARD,KARD 방송 언제 해요?,neutral,0.567,2025-08-05 09:35:22,youtube,14
4283,SEVENTEEN,SEVENTEEN 논란이 많네,negative,0.141,2025-07-20 09:35:22,youtube,16
4284,NewJeans,NewJeans 목소리 천사같아,positive,0.803,2025-07-29 09:35:22,twitter,17
4285,BTS,BTS 인스타 업데이트 기다려요,neutral,0.484,2025-07-30 09:35:22,youtube,17
4286,IVE,IVE 음악 감동이에요,positive,0.738,2025-08-05 09:35:22,instagram,12
4287,NMIXX,NMIXX 실망이야,negative,0.36,2025-07-19 09:35:22,instagram,10
4288,SEVENTEEN,SEVENTEEN 춤도 잘 춰 👏,positive,0.85,2025-08-13 09:35:22,twitter,18
4289,SEVENTEEN,SEVENTEEN 목소리 천사같아,positive,0.837,2025-08-08 09:35:22,instagram,18
4290,BLACKPINK,BLACKPINK 목소리 천사같아,positive,0.787,2025-07-20 09:35:22,youtube,18
4291,ITZY,ITZY 음악 감동이에요,positive,0.874,2025-07-17 09:35:22,twitter,13
4292,StrayKids,StrayKids 정말 예쁘다 ❤️,positive,0.751,2025-08-11 09:35:22,twitter,19
4293,TWICE,TWICE 정말 예쁘다 ❤️,positive,0.92,2025-07-26 09:35:22,twitter,15
4294,MAMAMOO,MAMAMOO 재능이 넘쳐나네요,positive,0.819,2025-07-28 09:35:22,twitter,17
4295,NMIXX,NMIXX 최고야!! 사랑해,positive,0.813,2025-07-18 09:35:22,youtube,15
4296,TWICE,TWICE 재능이 넘쳐나네요,positive,0.795,2025-07-17 09:35:22,instagram,15
4297,Red Velvet,Red Velvet 정말 예쁘다 ❤️,positive,0.857,2025-07-23 09:35:22,youtube,20
4298,SEVENTEEN,SEVENTEEN 너무 과장된거 아니야?,negative,0.382,2025-07-23 09:35:22,youtube,22
4299,IVE,IVE 완벽해 💕,positive,0.775,2025-07-30 09:35:22,instagram,9
4300,BLACKPINK,BLACKPINK 목소리 천사같아,positive,0.799,2025-08-10 09:35:22,youtube,18
4301,NCT,NCT 인스타 업데이트 기다려요,neutral,0.482,2025-08-01 09:35:22,instagram,17
4302,(G)I-DLE,(G)I-DLE 인스타 업데이트 기다려요,neutral,0.566,2025-07-25 09:35:22,twitter,22
4303,(G)I-DLE,(G)I-DLE 음악 감동이에요,positive,0.717,2025-07-17 09:35:22,twitter,17
4304,IU,IU 재능이 넘쳐나네요,positive,0.925,2025-07-20 09:35:22,instagram,12
4305,KARD,KARD 최고야!! 사랑해,positive,0.757,2025-07-19 09:35:22,twitter,14
4306,Red Velvet,Red Velvet 예전만 못한듯,negative,0.081,2025-07-29 09:35:22,instagram,18
4307,BLACKPINK,BLACKPINK 인스타 업데이트 기다려요,neutral,0.477,2025-08-14 09:35:22,twitter,23
4308,LE SSERAFIM,LE SSERAFIM 완벽해 💕,positive,0.705,2025-07-21 09:35:22,twitter,17
4309,BTS,BTS 완벽해 💕,positive,0.778,2025-08-02 09:35:22,twitter,9
4310,SEVENTEEN,SEVENTEEN 최고야!! 사랑해,positive,0.893,2025-07-16 09:35:22,twitter,19
4311,ITZY,ITZY 정말 예쁘다 ❤️,positive,0.879,2025-07-25 09:35:22,twitter,14
4312,NewJeans,NewJeans 재능이 넘쳐나네요,positive,0.836,2025-07-18 09:35:22,twitter,18
4313,NMIXX,NMIXX 광고 찍었네요,neutral,0.574,2025-08-06 09:35:22,instagram,13
4314,ITZY,ITZY 완벽해 💕,positive,0.74,2025-07-26 09:35:22,twitter,10
4315,Red Velvet,Red Velvet 너무 과장된거 아니야?,negative,0.318,2025-07-27 09:35:22,youtube,23
4316,ITZY,ITZY 최고야!! 사랑해,positive,0.914,2025-07-23 09:35:22,youtube,14
4317,ENHYPEN,ENHYPEN 정말 예쁘다 ❤️,positive,0.764,2025-07-25 09:35:22,youtube,17
4318,LE SSERAFIM,LE SSERAFIM 음악 감동이에요,positive,0.74,2025-08-03 09:35:22,instagram,20
4319,MAMAMOO,MAMAMOO 정말 예쁘다 ❤️,positive,0.798,2025-08-03 09:35:22,twitter,17
4320,IU,IU 재능이 넘쳐나네요,positive,0.769,2025-08-09 09:35:22,instagram,12
4321,MAMAMOO,MAMAMOO 음악 감동이에요,positive,0.782,2025-07-26 09:35:22,instagram,16
4322,aespa,aespa 노래 너무 좋아요!,positive,0.891,2025-07-18 09:35:22,twitter,16
4323,NMIXX,NMIXX 드라마 출연해요,neutral,0.502,2025-07-29 09:35:22,youtube,14
4324,StrayKids,StrayKids 정말 예쁘다 ❤️,positive,0.888,2025-07-27 09:35:22,twitter,19
4325,aespa,aespa 노래 너무 좋아요!,positive,0.88,2025-07-25 09:35:22,twitter,16
4326,Red Velvet,Red Velvet 좀 아쉽네,negative,0.352,2025-07-17 09:35:22,instagram,16
4327,NewJeans,NewJeans 예전만 못한듯,negative,0.072,2025-08-13 09:35:22,instagram,16
4328,StrayKids,StrayKids 인스타 업데이트 기다려요,neutral,0.67,2025-08-04 09:35:22,twitter,23
4329,IVE,IVE 재능이 넘쳐나네요,positive,0.709,2025-07-18 09:35:22,instagram,13
4330,ENHYPEN,ENHYPEN 춤도 잘 춰 👏,positive,0.82,2025-08-06 09:35:22,instagram,16
4331,Red Velvet,Red Velvet 재능이 넘쳐나네요,positive,0.836,2025-07-27 09:35:22,instagram,20
4332,BTS,BTS 춤도 잘 춰 👏,positive,0.729,2025-08-10 09:35:22,youtube,12
4333,TXT,TXT 재능이 넘쳐나네요,positive,0.778,2025-07-15 09:35:22,twitter,13
4334,ITZY,ITZY 정말 예쁘다 ❤️,positive,0.908,2025-07-24 09:35:22,instagram,14
4335,SEVENTEEN,SEVENTEEN 드라마 출연해요,neutral,0.637,2025-07-20 09:35:22,youtube,18
4336,IU,IU 춤도 잘 춰 👏,positive,0.86,2025-07-29 09:35:22,twitter,11
4337,aespa,aespa 재능이 넘쳐나네요,positive,0.832,2025-08-12 09:35:22,instagram,15
4338,ITZY,ITZY 정말 예쁘다 ❤️,positive,0.893,2025-08-13 09:35:22,youtube,14
4339,aespa,aespa 최고야!! 사랑해,positive,0.885,2025-07-20 09:35:22,twitter,15
4340,TWICE,TWICE 정말 예쁘다 ❤️,positive,0.813,2025-07-15 09:35:22,instagram,15
4341,NewJeans,NewJeans 새로운 앨범 언제 나와?,neutral,0.488,2025-07-24 09:35:22,twitter,22
4342,TXT,TXT 노래 너무 좋아요!,positive,0.858,2025-08-05 09:35:22,instagram,14
4343,BTS,BTS 목소리 천사같아,positive,0.776,2025-07-26 09:35:22,youtube,12
4344,MAMAMOO,MAMAMOO 춤도 잘 춰 👏,positive,0.782,2025-07-19 09:35:22,youtube,16
4345,(G)I-DLE,(G)I-DLE 재능이 넘쳐나네요,positive,0.832,2025-07-25 09:35:22,twitter,18
4346,NewJeans,NewJeans 정말 예쁘다 ❤️,positive,0.935,2025-08-05 09:35:22,twitter,18
4347,NCT,NCT 재능이 넘쳐나네요,positive,0.847,2025-07-31 09:35:22,youtube,13
4348,IVE,IVE 방송 언제 해요?,neutral,0.625,2025-07-22 09:35:22,youtube,13
4349,(G)I-DLE,(G)I-DLE 정말 예쁘다 ❤️,positive,0.754,2025-08-01 09:35:22,youtube,18
4350,MAMAMOO,MAMAMOO 완벽해 💕,positive,0.741,2025-07-28 09:35:22,twitter,13
4351,Red Velvet,Red Velvet 노래 너무 좋아요!,positive,0.767,2025-07-15 09:35:22,instagram,21
4352,LE SSERAFIM,LE SSERAFIM 별로인듯,negative,0.272,2025-07-26 09:35:22,youtube,16
4353,(G)I-DLE,(G)I-DLE 실망이야,negative,0.227,2025-07-25 09:35:22,twitter,13
4354,Red Velvet,Red Velvet 노래 너무 좋아요!,positive,0.727,2025-07-31 09:35:22,twitter,21
4355,BTS,BTS 노래 너무 좋아요!,positive,0.827,2025-07-24 09:35:22,instagram,14
4356,BLACKPINK,BLACKPINK 완벽해 💕,positive,0.746,2025-08-14 09:35:22,youtube,15
4357,NMIXX,NMIXX 음악 감동이에요,positive,0.707,2025-08-04 09:35:22,instagram,14
4358,NewJeans,NewJeans 재능이 넘쳐나네요,positive,0.876,2025-08-01 09:35:22,twitter,18
4359,KARD,KARD 완벽해 💕,positive,0.739,2025-08-05 09:35:22,youtube,10
4360,ENHYPEN,ENHYPEN 춤도 잘 춰 👏,positive,0.831,2025-07-18 09:35:22,twitter,16
4361,MAMAMOO,MAMAMOO 논란이 많네,negative,0.242,2025-07-24 09:35:22,instagram,14
4362,StrayKids,StrayKids 노래 너무 좋아요!,positive,0.775,2025-08-03 09:35:22,twitter,20
4363,IU,IU 재능이 넘쳐나네요,positive,0.855,2025-08-03 09:35:22,instagram,12
4364,MAMAMOO,MAMAMOO 춤도 잘 춰 👏,positive,0.886,2025-08-03 09:35:22,youtube,16
4365,KARD,KARD 최고야!! 사랑해,positive,0.815,2025-07-23 09:35:22,instagram,14
4366,StrayKids,StrayKids 완벽해 💕,positive,0.836,2025-08-05 09:35:22,instagram,15
4367,NMIXX,NMIXX 음악 감동이에요,positive,0.853,2025-07-31 09:35:22,twitter,14
4368,aespa,aespa 춤도 잘 춰 👏,positive,0.798,2025-08-13 09:35:22,instagram,14
4369,MAMAMOO,MAMAMOO 최고야!! 사랑해,positive,0.932,2025-08-11 09:35:22,youtube,17
4370,NMIXX,NMIXX 목소리 천사같아,positive,0.904,2025-08-08 09:35:22,twitter,14
4371,NewJeans,NewJeans 목소리 천사같아,positive,0.727,2025-07-22 09:35:22,twitter,17
4372,IVE,IVE 목소리 천사같아,positive,0.858,2025-07-23 09:35:22,twitter,12
4373,BLACKPINK,BLACKPINK 광고 찍었네요,neutral,0.538,2025-08-03 09:35:22,instagram,17
4374,NCT,NCT 좀 아쉽네,negative,0.251,2025-07-15 09:35:22,instagram,9
4375,NewJeans,NewJeans 완벽해 💕,positive,0.702,2025-07-16 09:35:22,twitter,14
4376,(G)I-DLE,(G)I-DLE 실망이야,negative,0.062,2025-08-08 09:35:22,twitter,13
4377,NMIXX,NMIXX 광고 찍었네요,neutral,0.505,2025-08-03 09:35:22,twitter,13
4378,IU,IU 음악 감동이에요,positive,0.882,2025-07-16 09:35:22,youtube,11
4379,TWICE,TWICE 광고 찍었네요,neutral,0.639,2025-07-25 09:35:22,instagram,13
4380,NewJeans,NewJeans 노래 너무 좋아요!,positive,0.9,2025-07-17 09:35:22,twitter,19
4381,Red Velvet,Red Velvet 재능이 넘쳐나네요,positive,0.809,2025-07-25 09:35:22,youtube,20
4382,NewJeans,NewJeans 방송 언제 해요?,neutral,0.576,2025-07-31 09:35:22,instagram,18
4383,ENHYPEN,ENHYPEN 춤도 잘 춰 👏,positive,0.867,2025-07-24 09:35:22,twitter,16
4384,TXT,TXT 완벽해 💕,positive,0.808,2025-08-12 09:35:22,twitter,9
4385,LE SSERAFIM,LE SSERAFIM 정말 예쁘다 ❤️,positive,0.715,2025-07-15 09:35:22,twitter,21
4386,ITZY,ITZY 좀 아쉽네,negative,0.395,2025-08-10 09:35:22,youtube,10
4387,NMIXX,NMIXX 재능이 넘쳐나네요,positive,0.751,2025-07-23 09:35:22,twitter,15
4388,SEVENTEEN,SEVENTEEN 춤도 잘 춰 👏,positive,0.723,2025-07-29 09:35:22,youtube,18
4389,IVE,IVE 논란이 많네,negative,0.204,2025-07-23 09:35:22,twitter,10
4390,LE SSERAFIM,LE SSERAFIM 노래 너무 좋아요!,positive,0.947,2025-08-13 09:35:22,twitter,22
4391,SEVENTEEN,SEVENTEEN 목소리 천사같아,positive,0.921,2025-08-09 09:35:22,youtube,18
4392,NCT,NCT 음악 감동이에요,positive,0.849,2025-08-03 09:35:22,twitter,12
4393,IVE,IVE 완벽해 💕,positive,0.903,2025-07-21 09:35:22,instagram,9
4394,IU,IU 노래 너무 좋아요!,positive,0.844,2025-07-31 09:35:22,twitter,13
4395,Red Velvet,Red Velvet 정말 예쁘다 ❤️,positive,0.866,2025-07-16 09:35:22,instagram,20
4396,MAMAMOO,MAMAMOO 재능이 넘쳐나네요,positive,0.732,2025-08-13 09:35:22,twitter,17
4397,NMIXX,NMIXX 최고야!! 사랑해,positive,0.769,2025-07-26 09:35:22,instagram,15
4398,MAMAMOO,MAMAMOO 춤도 잘 춰 👏,positive,0.806,2025-08-13 09:35:22,instagram,16
4399,NMIXX,NMIXX 드라마 출연해요,neutral,0.473,2025-07-23 09:35:22,instagram,14
4400,MAMAMOO,MAMAMOO 최고야!! 사랑해,positive,0.881,2025-07-30 09:35:22,instagram,17
4401,ITZY,ITZY 춤도 잘 춰 👏,positive,0.938,2025-07-19 09:35:22,youtube,13
4402,BLACKPINK,BLACKPINK 목소리 천사같아,positive,0.701,2025-08-04 09:35:22,instagram,18
4403,IU,IU 최고야!! 사랑해,positive,0.885,2025-07-21 09:35:22,twitter,12
4404,BTS,BTS 춤도 잘 춰 👏,positive,0.783,2025-07-23 09:35:22,instagram,12
4405,ENHYPEN,ENHYPEN 정말 예쁘다 ❤️,positive,0.837,2025-07-15 09:35:22,youtube,17
4406,NewJeans,NewJeans 드라마 출연해요,neutral,0.675,2025-07-17 09:35:22,youtube,17
4407,IU,IU 춤도 잘 춰 👏,positive,0.71,2025-07-21 09:35:22,twitter,11
4408,NMIXX,NMIXX 너무 과장된거 아니야?,negative,0.229,2025-07-30 09:35:22,instagram,18
4409,SEVENTEEN,SEVENTEEN 완벽해 💕,positive,0.831,2025-07-23 09:35:22,twitter,15
4410,ITZY,ITZY 드라마 출연해요,neutral,0.514,2025-07-29 09:35:22,twitter,13
4411,StrayKids,StrayKids 재능이 넘쳐나네요,positive,0.794,2025-08-04 09:35:22,youtube,19
4412,IU,IU 새로운 앨범 언제 나와?,neutral,0.464,2025-07-28 09:35:22,instagram,16
4413,NMIXX,NMIXX 최고야!! 사랑해,positive,0.745,2025-08-02 09:35:22,instagram,15
4414,BLACKPINK,BLACKPINK 춤도 잘 춰 👏,positive,0.82,2025-07-26 09:35:22,instagram,18
4415,KARD,KARD 재능이 넘쳐나네요,positive,0.918,2025-07-30 09:35:22,youtube,14
4416,ITZY,ITZY 방송 언제 해요?,neutral,0.453,2025-07-20 09:35:22,twitter,14
4417,BLACKPINK,BLACKPINK 실망이야,negative,0.396,2025-07-30 09:35:22,twitter,14
4418,StrayKids,StrayKids 노래 너무 좋아요!,positive,0.833,2025-07-26 09:35:22,instagram,20
4419,aespa,aespa 너무 과장된거 아니야?,negative,0.171,2025-08-04 09:35:22,youtube,18
4420,NMIXX,NMIXX 새로운 앨범 언제 나와?,neutral,0.578,2025-08-09 09:35:22,twitter,19
4421,SEVENTEEN,SEVENTEEN 재능이 넘쳐나네요,positive,0.948,2025-07-21 09:35:22,instagram,19
4422,Red Velvet,Red Velvet 방송 언제 해요?,neutral,0.583,2025-07-28 09:35:22,youtube,20
4423,BTS,BTS 춤도 잘 춰 👏,positive,0.791,2025-08-02 09:35:22,instagram,12
4424,(G)I-DLE,(G)I-DLE 콘서트 정보 알려주세요,neutral,0.637,2025-08-12 09:35:22,instagram,21
4425,StrayKids,StrayKids 춤도 잘 춰 👏,positive,0.747,2025-08-08 09:35:22,twitter,18
4426,TXT,TXT 예전만 못한듯,negative,0.194,2025-07-29 09:35:22,twitter,11
4427,aespa,aespa 완벽해 💕,positive,0.828,2025-07-31 09:35:22,youtube,11
4428,IVE,IVE 최고야!! 사랑해,positive,0.809,2025-07-20 09:35:22,twitter,13
4429,KARD,KARD 목소리 천사같아,positive,0.77,2025-07-20 09:35:22,twitter,13
4430,NMIXX,NMIXX 노래 너무 좋아요!,positive,0.832,2025-07-27 09:35:22,twitter,16
4431,MAMAMOO,MAMAMOO 음악 감동이에요,positive,0.715,2025-08-03 09:35:22,twitter,16
4432,StrayKids,StrayKids 노래 너무 좋아요!,positive,0.835,2025-08-08 09:35:22,youtube,20
4433,IU,IU 예전만 못한듯,negative,0.061,2025-07-16 09:35:22,youtube,10
4434,aespa,aespa 너무 과장된거 아니야?,negative,0.394,2025-07-21 09:35:22,twitter,18
4435,IVE,IVE 재능이 넘쳐나네요,positive,0.73,2025-07-25 09:35:22,youtube,13
4436,aespa,aespa 춤도 잘 춰 👏,positive,0.717,2025-07-26 09:35:22,instagram,14
4437,aespa,aespa 춤도 잘 춰 👏,positive,0.702,2025-07-28 09:35:22,youtube,14
4438,(G)I-DLE,(G)I-DLE 드라마 출연해요,neutral,0.496,2025-08-05 09:35:22,twitter,17
4439,BTS,BTS 예전만 못한듯,negative,0.112,2025-07-23 09:35:22,youtube,11
4440,LE SSERAFIM,LE SSERAFIM 콘서트 정보 알려주세요,neutral,0.545,2025-07-17 09:35:22,youtube,24
4441,Red Velvet,Red Velvet 최고야!! 사랑해,positive,0.926,2025-07-20 09:35:22,youtube,20
4442,TWICE,TWICE 정말 예쁘다 ❤️,positive,0.856,2025-08-06 09:35:22,youtube,15
4443,BTS,BTS 정말 예쁘다 ❤️,positive,0.859,2025-08-11 09:35:22,youtube,13
4444,ITZY,ITZY 별로인듯,negative,0.102,2025-08-10 09:35:22,twitter,9
4445,BLACKPINK,BLACKPINK 광고 찍었네요,neutral,0.647,2025-07-15 09:35:22,twitter,17
4446,TWICE,TWICE 목소리 천사같아,positive,0.708,2025-07-18 09:35:22,youtube,14
4447,ITZY,ITZY 춤도 잘 춰 👏,positive,0.721,2025-07-22 09:35:22,instagram,13
4448,IVE,IVE 최고야!! 사랑해,positive,0.725,2025-08-08 09:35:22,twitter,13
4449,MAMAMOO,MAMAMOO 춤도 잘 춰 👏,positive,0.848,2025-07-18 09:35:22,instagram,16
4450,IU,IU 광고 찍었네요,neutral,0.592,2025-07-23 09:35:22,instagram,10
4451,NCT,NCT 완벽해 💕,positive,0.716,2025-08-01 09:35:22,youtube,9
4452,IU,IU 목소리 천사같아,positive,0.782,2025-07-27 09:35:22,youtube,11
4453,IU,IU 실망이야,negative,0.254,2025-07-24 09:35:22,twitter,7
4454,aespa,aespa 좀 아쉽네,negative,0.233,2025-07-18 09:35:22,youtube,11
4455,KARD,KARD 새로운 앨범 언제 나와?,neutral,0.414,2025-07-31 09:35:22,twitter,18
4456,ENHYPEN,ENHYPEN 춤도 잘 춰 👏,positive,0.804,2025-08-08 09:35:22,twitter,16
4457,IU,IU 논란이 많네,negative,0.093,2025-08-09 09:35:22,youtube,9
4458,IVE,IVE 정말 예쁘다 ❤️,positive,0.8,2025-08-07 09:35:22,twitter,13
4459,NCT,NCT 재능이 넘쳐나네요,positive,0.758,2025-07-18 09:35:22,youtube,13
4460,IVE,IVE 노래 너무 좋아요!,positive,0.892,2025-07-22 09:35:22,twitter,14
4461,IU,IU 음악 감동이에요,positive,0.731,2025-08-07 09:35:22,youtube,11
4462,MAMAMOO,MAMAMOO 노래 너무 좋아요!,positive,0.745,2025-07-22 09:35:22,youtube,18
4463,aespa,aespa 정말 예쁘다 ❤️,positive,0.825,2025-08-03 09:35:22,youtube,15
4464,BLACKPINK,BLACKPINK 춤도 잘 춰 👏,positive,0.818,2025-07-31 09:35:22,twitter,18
